date,adm_level,adm_id,PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
2013-05-01,1,900541,ET05,10284.0,26.46091,24.61289,97.1337,84.470695,219.54608,132.39508,106.24059,114.153244,163.43095,final
2013-05-11,1,900541,ET05,10284.0,9.159082,21.703682,77.02703,77.68519,227.48103,152.29828,53.022957,99.204025,147.7963,final
2013-05-21,1,900541,ET05,10284.0,9.812524,17.093485,45.432518,63.410057,236.2818,167.28983,67.04476,73.72092,140.04414,final
2013-06-01,1,900541,ET05,10284.0,1.769545,3.734364,20.741152,42.531532,236.45012,166.7178,77.50473,54.155945,140.60867,final
2013-06-11,1,900541,ET05,10284.0,1.0507585,1.4574711,12.632827,22.28532,227.07498,162.67181,93.701675,64.62386,138.41026,final
2013-06-21,1,900541,ET05,10284.0,0.87747955,1.6320076,3.697783,6.823843,179.50159,154.2017,88.62293,73.561386,115.891716,final
2013-07-01,1,900541,ET05,10284.0,2.801439,2.8042104,4.729677,5.893689,122.60452,132.8959,99.964485,89.314804,92.53685,final
2013-07-11,1,900541,ET05,10284.0,4.599572,2.9419453,8.278491,7.3781633,97.93835,107.34867,120.8718,107.27352,91.624,final
2013-07-21,1,900541,ET05,10284.0,6.5111823,4.1684365,13.912193,9.914592,63.042492,80.14849,125.55231,126.80329,79.9104,final
2013-08-01,1,900541,ET05,10284.0,2.3565733,3.7010891,13.467327,10.811471,38.938156,59.23669,84.54773,116.79702,68.4004,final
2013-08-11,1,900541,ET05,10284.0,7.1521783,4.5912256,16.019934,12.460752,36.93125,42.124233,126.70099,120.3839,88.98023,final
2013-08-21,1,900541,ET05,10284.0,6.658499,5.86983,16.167252,14.162146,33.777225,30.90058,107.25558,110.46389,108.01281,final
2013-09-01,1,900541,ET05,10284.0,6.6478024,6.538072,20.458479,16.999128,38.655487,33.70429,100.95103,115.724945,112.79237,final
2013-09-11,1,900541,ET05,10284.0,6.4921236,7.3904157,19.798424,19.798317,44.096848,39.637234,92.75011,100.00043,109.99078,final
2013-09-21,1,900541,ET05,10284.0,10.016239,8.41726,23.156166,22.345747,53.235607,46.422485,111.91733,102.9636,113.2493,final
2013-10-01,1,900541,ET05,10284.0,60.31865,23.588688,76.82701,39.396362,110.752815,67.20696,228.47726,184.31018,160.307,final
2013-10-11,1,900541,ET05,10284.0,23.082458,24.811705,93.41734,56.817654,129.2357,89.07672,94.19944,159.20589,142.68747,final
2013-10-21,1,900541,ET05,10284.0,22.526157,27.621979,105.92726,76.02237,145.25069,112.530266,84.37918,136.90942,127.84,final
2013-11-01,1,900541,ET05,10284.0,30.464703,10.870015,76.07332,63.3037,173.35881,119.69919,223.46988,118.695366,143.03125,final
2013-11-11,1,900541,ET05,10284.0,24.240276,8.485443,77.23114,46.977436,190.44691,123.59341,216.82845,158.20546,151.98828,final
2013-11-21,1,900541,ET05,10284.0,3.6465383,7.1369762,58.351517,26.492435,187.43497,124.86056,71.24129,201.16425,148.18584,final
2013-12-01,1,900541,ET05,10284.0,1.0144886,2.600765,28.901302,18.223185,181.80165,120.92325,79.13004,145.98042,148.34564,final
2013-12-11,1,900541,ET05,10284.0,0.7166472,1.0374335,5.377674,10.775175,176.02617,114.57027,94.686714,65.78484,151.39731,final
2013-12-21,1,900541,ET05,10284.0,0.92318165,1.1740147,2.6543174,4.812213,166.93312,107.32702,95.93728,78.008064,153.0648,final
2014-01-01,1,900541,ET05,10284.0,0.77819914,0.9743744,2.418028,3.170728,107.39265,83.71219,96.71639,90.78785,126.69358,final
2014-01-11,1,900541,ET05,10284.0,0.67250097,0.9730001,2.3738818,3.1213698,84.98269,59.863266,94.96905,90.79603,138.72673,final
2014-01-21,1,900541,ET05,10284.0,0.93028,1.3059899,2.38098,3.2533646,63.386814,34.112644,94.04202,89.42995,174.8458,final
2014-02-01,1,900541,ET05,10284.0,2.0643718,1.7811487,3.667153,4.0601387,34.986485,25.028511,104.17663,95.66247,133.16173,final
2014-02-11,1,900541,ET05,10284.0,2.2045896,1.8004862,5.1992416,4.8876247,12.950798,18.598427,105.942276,103.15158,76.06777,final
2014-02-21,1,900541,ET05,10284.0,1.2919098,2.1019285,5.560871,5.683563,10.596169,13.71725,88.594376,98.85158,83.3251,final
2014-03-01,1,900541,ET05,10284.0,1.3742707,4.3063884,4.8707705,8.208803,10.955952,15.439671,68.49349,74.72873,78.063644,final
2014-03-11,1,900541,ET05,10284.0,8.007487,5.503462,10.673668,11.911778,18.246792,19.920773,123.84,92.67901,93.28279,final
2014-03-21,1,900541,ET05,10284.0,11.080902,10.102126,20.46266,19.911976,28.40451,28.848904,106.48105,102.210526,98.687126,final
2014-04-01,1,900541,ET05,10284.0,19.8204,24.109999,38.90879,39.715588,47.446712,51.984528,85.264175,98.19572,92.03676,final
2014-04-11,1,900541,ET05,10284.0,9.526644,28.489187,40.427948,62.701313,56.300858,79.50072,43.377113,67.10055,72.54478,final
2014-04-21,1,900541,ET05,10284.0,17.267212,31.368614,46.614258,83.967804,72.63779,109.56334,61.22645,58.014534,67.76844,final
2014-05-01,1,900541,ET05,10284.0,34.804745,24.61289,61.598602,84.470695,105.37816,132.39508,134.41695,74.43622,80.33633,final
2014-05-11,1,900541,ET05,10284.0,21.072735,21.703682,73.14469,77.68519,124.24631,152.29828,97.63723,94.5087,82.16638,final
2014-05-21,1,900541,ET05,10284.0,15.124562,17.093485,71.002045,63.410057,138.07895,167.28983,91.08822,111.09776,83.0455,final
2014-06-01,1,900541,ET05,10284.0,5.059121,3.734364,41.256416,42.531532,141.76381,166.7178,115.16719,97.31733,85.468025,final
2014-06-11,1,900541,ET05,10284.0,1.2073123,1.4574711,21.390995,22.28532,134.96364,162.67181,96.12606,96.72232,83.474754,final
2014-06-21,1,900541,ET05,10284.0,1.1363282,1.6320076,7.402762,6.823843,125.01907,154.2017,92.525955,104.8962,81.669395,final
2014-07-01,1,900541,ET05,10284.0,2.1515946,2.8042104,4.4952354,5.893689,107.350266,132.8959,91.63764,87.16271,81.47469,final
2014-07-11,1,900541,ET05,10284.0,1.947783,2.9419453,5.235706,7.3781633,99.7714,107.34867,87.48213,82.69164,93.25558,final
2014-07-21,1,900541,ET05,10284.0,6.388759,4.1684365,10.488136,9.914592,88.892944,80.14849,124.21703,103.84553,110.26965,final
2014-08-01,1,900541,ET05,10284.0,4.0647607,3.7010891,12.401302,10.811471,58.15296,59.23669,104.17961,110.054924,98.31291,final
2014-08-11,1,900541,ET05,10284.0,2.7119799,4.5912256,13.1655,12.460752,39.7922,42.124233,80.40661,104.0362,95.05131,final
2014-08-21,1,900541,ET05,10284.0,9.905679,5.86983,16.682419,14.162146,34.57332,30.90058,137.1289,113.15235,110.2303,final
2014-09-01,1,900541,ET05,10284.0,9.065733,6.538072,21.683392,16.999128,38.579926,33.70429,121.90713,121.292946,112.597145,final
2014-09-11,1,900541,ET05,10284.0,14.404123,7.3904157,33.375534,19.798317,51.77674,39.637234,156.60591,154.75056,127.195915,final
2014-09-21,1,900541,ET05,10284.0,8.718106,8.41726,32.18796,22.345747,59.358517,46.422485,102.24223,135.99174,125.15638,final
2014-10-01,1,900541,ET05,10284.0,64.90859,23.588688,88.03082,39.396362,122.11551,67.20696,244.53235,209.54604,176.04329,final
2014-10-11,1,900541,ET05,10284.0,21.215384,24.811705,94.84209,56.817654,141.3831,89.07672,87.93655,161.51064,155.5997,final
2014-10-21,1,900541,ET05,10284.0,16.779463,27.621979,102.90344,76.02237,151.77382,112.530266,66.76315,133.17735,133.39017,final
2014-11-01,1,900541,ET05,10284.0,6.066025,10.870015,44.06087,63.3037,153.77509,119.69919,69.72914,71.827545,127.32648,final
2014-11-11,1,900541,ET05,10284.0,9.937962,8.485443,32.783447,46.977436,161.00105,123.59341,110.77101,72.69202,129.08986,final
2014-11-21,1,900541,ET05,10284.0,7.8200116,7.1369762,23.823997,26.492435,158.91539,124.86056,105.627716,91.52673,126.22415,final
2014-12-01,1,900541,ET05,10284.0,1.2262738,2.600765,18.984247,18.223185,151.07594,120.92325,81.916405,103.27717,123.9453,final
2014-12-11,1,900541,ET05,10284.0,0.8279852,1.0374335,9.87427,10.775175,137.4998,114.57027,96.53084,94.2891,119.17661,final
2014-12-21,1,900541,ET05,10284.0,1.1181446,1.1740147,3.1724038,4.812213,129.89984,107.32702,99.09508,83.28807,120.095634,final
2015-01-01,1,900541,ET05,10284.0,0.8171918,0.9743744,2.7633216,3.170728,65.80843,83.71219,97.36905,95.01384,79.81816,final
2015-01-11,1,900541,ET05,10284.0,0.72559315,0.9730001,2.6609294,3.1213698,45.318645,59.863266,95.85791,94.330505,77.576485,final
2015-01-21,1,900541,ET05,10284.0,1.0373396,1.3059899,2.5801244,3.2533646,29.576529,34.112644,95.73976,91.84284,88.402435,final
2015-02-01,1,900541,ET05,10284.0,1.678627,1.7811487,3.4415598,4.0601387,25.18913,25.028511,98.48814,93.17252,100.53489,final
2015-02-11,1,900541,ET05,10284.0,1.4630494,1.8004862,4.179016,4.8876247,16.714216,18.598427,95.03805,92.833374,92.015526,final
2015-02-21,1,900541,ET05,10284.0,1.0358809,2.1019285,4.1775575,5.683563,9.930086,13.71725,84.98932,85.90352,79.76645,final
2015-03-01,1,900541,ET05,10284.0,1.3179697,4.3063884,3.8169003,8.208803,10.021781,15.439671,67.88852,66.75018,73.49326,final
2015-03-11,1,900541,ET05,10284.0,1.6644301,5.503462,4.018281,11.911778,10.858227,19.920773,63.44984,53.325443,63.634567,final
2015-03-21,1,900541,ET05,10284.0,10.829055,10.102126,13.811455,19.911976,20.569138,28.848904,104.81342,75.511696,75.53904,final
2015-04-01,1,900541,ET05,10284.0,29.04687,24.109999,41.54035,39.715588,48.798813,51.984528,116.95936,104.08082,94.40951,final
2015-04-11,1,900541,ET05,10284.0,29.904318,28.489187,69.78024,62.701313,77.97754,79.50072,104.22563,110.45612,98.19743,final
2015-04-21,1,900541,ET05,10284.0,29.094807,31.368614,88.04599,83.967804,106.035,109.56334,93.74789,104.58389,96.92019,final
2015-05-01,1,900541,ET05,10284.0,31.512642,24.61289,90.511765,84.470695,135.86902,132.39508,123.29983,106.752014,102.52843,final
2015-05-11,1,900541,ET05,10284.0,10.4129715,21.703682,71.02042,77.68519,144.81894,152.29828,57.71853,91.93958,95.245125,final
2015-05-21,1,900541,ET05,10284.0,20.029366,17.093485,61.95498,63.410057,163.81241,167.28983,113.28845,97.87301,97.98165,final
2015-06-01,1,900541,ET05,10284.0,6.4921236,3.734364,36.93446,42.531532,168.98657,166.7178,131.57367,88.2245,101.32122,final
2015-06-11,1,900541,ET05,10284.0,1.5131272,1.4574711,28.034615,22.28532,168.83527,162.67181,100.86189,121.071014,103.6759,final
2015-06-21,1,900541,ET05,10284.0,1.8392649,1.6320076,9.844516,6.823843,159.84549,154.2017,103.12511,125.5473,103.54506,final
2015-07-01,1,900541,ET05,10284.0,1.7408596,2.8042104,5.0932517,5.893689,132.53947,132.8959,86.37465,92.65228,99.74152,final
2015-07-11,1,900541,ET05,10284.0,1.4338778,2.9419453,5.0140023,7.3781633,104.06904,107.34867,81.01136,80.90055,97.08084,final
2015-07-21,1,900541,ET05,10284.0,1.4003307,4.1684365,4.575068,9.914592,76.374565,80.14849,69.80831,64.199326,95.567825,final
2015-08-01,1,900541,ET05,10284.0,3.8655193,3.7010891,6.699728,10.811471,48.727436,59.23669,101.88976,73.99519,83.639786,final
2015-08-11,1,900541,ET05,10284.0,4.1043367,4.5912256,9.370187,12.460752,42.4188,42.124233,94.92361,82.299934,100.625084,final
2015-08-21,1,900541,ET05,10284.0,4.586056,5.86983,12.555912,14.162146,26.975494,30.90058,88.18957,91.617676,89.06679,final
2015-09-01,1,900541,ET05,10284.0,5.138759,6.538072,13.829153,16.999128,25.622131,33.70429,87.872215,85.590454,79.11819,final
2015-09-11,1,900541,ET05,10284.0,6.51303,7.3904157,16.237846,19.798317,30.622036,39.637234,92.91884,85.64229,79.80341,final
2015-09-21,1,900541,ET05,10284.0,4.3651304,8.41726,16.016918,22.345747,33.1479,46.422485,69.799126,76.85626,74.18525,final
2015-10-01,1,900541,ET05,10284.0,20.094128,23.588688,30.972288,39.396362,51.50117,67.20696,87.77642,81.02531,78.248924,final
2015-10-11,1,900541,ET05,10284.0,37.51079,24.811705,61.97005,56.817654,87.57808,89.07672,142.59766,108.33482,98.407,final
2015-10-21,1,900541,ET05,10284.0,27.613964,27.621979,85.21889,76.02237,113.79172,112.530266,99.97543,111.35059,101.0733,final
2015-11-01,1,900541,ET05,10284.0,19.602781,10.870015,84.72754,63.3037,129.52898,119.69919,155.02682,131.36557,107.8828,final
2015-11-11,1,900541,ET05,10284.0,10.173765,8.485443,57.39051,46.977436,135.59842,123.59341,112.519585,120.03384,109.335625,final
2015-11-21,1,900541,ET05,10284.0,3.0299494,7.1369762,32.806496,26.492435,134.04231,124.86056,66.16103,120.04945,107.07047,final
2015-12-01,1,900541,ET05,10284.0,1.048133,2.600765,14.251847,18.223185,129.95168,120.92325,79.572685,82.899254,107.169785,final
2015-12-11,1,900541,ET05,10284.0,0.79181254,1.0374335,4.869895,10.775175,124.23046,114.57027,95.931694,62.565994,108.0791,final
2015-12-21,1,900541,ET05,10284.0,1.0832361,1.1740147,2.9231815,4.812213,120.94857,107.32702,98.52967,80.74816,112.12669,final
2016-01-01,1,900541,ET05,10284.0,0.90762347,0.9743744,2.7826722,3.170728,101.76206,83.71219,98.88271,95.25066,120.34656,final
2016-01-11,1,900541,ET05,10284.0,0.8659082,0.9730001,2.8567677,3.1213698,65.11717,59.863266,98.20707,96.7419,108.099976,final
2016-01-21,1,900541,ET05,10284.0,1.1723065,1.3059899,2.9458382,3.2533646,38.675518,34.112644,97.88006,96.273926,111.66598,final
2016-02-01,1,900541,ET05,10284.0,1.4874562,1.7811487,3.525671,4.0601387,20.560188,25.028511,95.66898,94.10088,85.11973,final
2016-02-11,1,900541,ET05,10284.0,1.3909957,1.8004862,4.0507584,4.8876247,11.777422,18.598427,93.978516,91.536224,71.095505,final
2016-02-21,1,900541,ET05,10284.0,4.190004,2.1019285,7.0684557,5.683563,12.937475,13.71725,129.40154,112.96283,95.83392,final
2016-03-01,1,900541,ET05,10284.0,3.9103463,4.3063884,9.491345,8.208803,15.799689,15.439671,95.7444,109.709755,101.761375,final
2016-03-11,1,900541,ET05,10284.0,1.6126994,5.503462,9.71305,11.911778,16.620575,19.920773,62.957336,86.99884,86.75724,final
2016-03-21,1,900541,ET05,10284.0,2.2389147,10.102126,7.76196,19.911976,17.776255,28.848904,47.933083,51.228214,67.28801,final
2016-04-01,1,900541,ET05,10284.0,53.264393,24.109999,57.116005,39.715588,70.133026,51.984528,200.15251,138.91354,131.84811,final
2016-04-11,1,900541,ET05,10284.0,27.688643,28.489187,83.19195,62.701313,96.955765,79.50072,97.60954,130.26624,120.65668,final
2016-04-21,1,900541,ET05,10284.0,56.54512,31.368614,137.49815,83.967804,152.32858,109.56334,169.22592,160.16823,137.32892,final
2016-05-01,1,900541,ET05,10284.0,48.448074,24.61289,132.68184,84.470695,199.2892,132.39508,180.48921,153.88484,148.68742,final
2016-05-11,1,900541,ET05,10284.0,7.584306,21.703682,112.5775,77.68519,205.4825,152.29828,47.125732,142.19899,133.81105,final
2016-05-21,1,900541,ET05,10284.0,5.688156,17.093485,61.720535,63.410057,206.98065,167.28983,48.37696,97.5303,123.03725,final
2016-06-01,1,900541,ET05,10284.0,2.8565733,3.734364,16.129036,42.531532,205.92686,166.7178,89.95015,44.45267,122.83343,final
2016-06-11,1,900541,ET05,10284.0,1.7017697,1.4574711,10.246499,22.28532,206.01593,162.67181,103.7832,55.878033,125.85057,final
2016-06-21,1,900541,ET05,10284.0,1.743485,1.6320076,6.301828,6.823843,205.52051,154.2017,101.6809,95.58507,132.23509,final
2016-07-01,1,900541,ET05,10284.0,3.0415208,2.8042104,6.4867754,5.893689,155.29764,132.8959,103.0408,105.44431,116.24539,final
2016-07-11,1,900541,ET05,10284.0,2.9132633,2.9419453,7.698269,7.3781633,130.52226,107.34867,99.638855,102.58605,120.626495,final
2016-07-21,1,900541,ET05,10284.0,4.94156,4.1684365,10.896344,9.914592,78.9187,80.14849,108.43245,106.5825,98.55572,final
2016-08-01,1,900541,ET05,10284.0,4.6213536,3.7010891,12.476177,10.811471,35.091988,59.23669,110.57642,110.52847,62.412907,final
2016-08-11,1,900541,ET05,10284.0,3.688059,4.5912256,13.250973,12.460752,31.195742,42.124233,90.583405,104.52571,76.80919,final
2016-08-21,1,900541,ET05,10284.0,3.8218591,5.86983,12.131272,14.162146,29.329443,30.90058,81.15913,89.401634,95.62365,final
2016-09-01,1,900541,ET05,10284.0,4.7392063,6.538072,12.249125,16.999128,31.212076,33.70429,84.4093,78.40822,93.56088,final
2016-09-11,1,900541,ET05,10284.0,4.512738,7.3904157,13.073804,19.798317,34.023045,39.637234,76.77497,72.88319,87.42263,final
2016-09-21,1,900541,ET05,10284.0,6.4088874,8.41726,15.660831,22.345747,38.688446,46.422485,85.031425,75.5541,84.95981,final
2016-10-01,1,900541,ET05,10284.0,11.464022,23.588688,22.385647,39.396362,47.110947,67.20696,57.589287,61.684437,72.16887,final
2016-10-11,1,900541,ET05,10284.0,11.005056,24.811705,28.877966,56.817654,55.202744,89.07672,53.687157,54.803062,63.99324,final
2016-10-21,1,900541,ET05,10284.0,9.848794,27.621979,32.31787,76.02237,60.109978,112.530266,45.51776,46.058727,55.398476,final
2016-11-01,1,900541,ET05,10284.0,3.918903,10.870015,24.772755,63.3037,59.407528,119.69919,56.19972,43.58879,51.650322,final
2016-11-11,1,900541,ET05,10284.0,4.084111,8.485443,17.851809,46.977436,59.803574,123.59341,67.36235,43.964863,50.39416,final
2016-11-21,1,900541,ET05,10284.0,9.946033,7.1369762,17.949047,26.492435,65.92775,124.86056,123.144615,72.87162,54.61839,final
2016-12-01,1,900541,ET05,10284.0,2.5217814,2.600765,16.551926,18.223185,63.710323,120.92325,98.960846,92.80349,54.565247,final
2016-12-11,1,900541,ET05,10284.0,0.99426293,1.0374335,13.462076,10.775175,60.191853,114.57027,99.28495,117.03247,54.521786,final
2016-12-21,1,900541,ET05,10284.0,1.2993971,1.1740147,4.8154416,4.812213,55.08236,107.32702,102.030815,100.0329,53.488785,final
2017-01-01,1,900541,ET05,10284.0,0.7613769,0.9743744,3.055037,3.170728,44.379715,83.71219,96.434814,98.584076,55.66283,final
2017-01-11,1,900541,ET05,10284.0,0.6376896,0.9730001,2.6984637,3.1213698,34.012344,59.863266,94.38623,94.79266,60.145515,final
2017-01-21,1,900541,ET05,10284.0,1.0070012,1.3059899,2.4060676,3.2533646,25.170557,34.112644,95.25865,89.733925,77.1376,final
2017-02-01,1,900541,ET05,10284.0,1.4358226,1.7811487,3.0805135,4.0601387,22.687477,25.028511,94.907555,89.18752,92.203964,final
2017-02-11,1,900541,ET05,10284.0,2.9523532,1.8004862,5.395177,4.8876247,21.55572,18.598427,116.93802,105.13321,112.53173,final
2017-02-21,1,900541,ET05,10284.0,1.1120187,2.1019285,5.5001945,5.683563,12.721704,13.71725,86.061386,98.28364,94.68112,final
2017-03-01,1,900541,ET05,10284.0,1.7715869,4.3063884,5.835959,8.208803,11.97151,15.439671,72.76277,82.03588,83.03221,final
2017-03-11,1,900541,ET05,10284.0,1.8826332,5.503462,4.7662387,11.911778,12.859879,19.920773,65.52728,57.74815,71.66663,final
2017-03-21,1,900541,ET05,10284.0,10.13312,10.102126,13.78734,19.911976,21.693602,28.848904,100.20523,75.414894,78.86105,final
2017-04-01,1,900541,ET05,10284.0,8.166667,24.109999,20.182419,39.715588,29.098892,51.984528,45.230736,56.31687,59.83886,final
2017-04-11,1,900541,ET05,10284.0,18.051537,28.489187,36.351322,62.701313,46.512737,79.50072,68.83277,61.07906,60.9613,final
2017-04-21,1,900541,ET05,10284.0,20.327597,31.368614,46.5458,83.967804,65.833336,109.56334,69.64136,57.937588,61.82897,final
2017-05-01,1,900541,ET05,10284.0,25.353851,24.61289,63.732986,84.470695,89.751366,132.39508,102.50215,76.821785,68.96271,final
2017-05-11,1,900541,ET05,10284.0,20.41336,21.703682,66.09481,77.68519,107.21237,152.29828,95.168,85.98252,71.33732,final
2017-05-21,1,900541,ET05,10284.0,18.067873,17.093485,63.835083,63.410057,124.16822,167.28983,104.41029,100.62129,74.971466,final
2017-06-01,1,900541,ET05,10284.0,2.0657332,3.734364,40.546967,42.531532,124.46237,166.7178,80.89579,95.82474,75.39252,final
2017-06-11,1,900541,ET05,10284.0,1.3753403,1.4574711,21.508945,22.28532,123.95508,162.67181,98.728134,97.1546,76.90922,final
2017-06-21,1,900541,ET05,10284.0,1.1207701,1.6320076,4.5618434,6.823843,114.94273,154.2017,92.29136,80.86917,75.3401,final
2017-07-01,1,900541,ET05,10284.0,2.7466938,2.8042104,5.2428045,5.893689,109.522766,132.8959,99.263,94.02512,83.050156,final
2017-07-11,1,900541,ET05,10284.0,2.0809023,2.9419453,5.948366,7.3781633,93.55213,107.34867,89.15829,88.449036,87.719894,final
2017-07-21,1,900541,ET05,10284.0,1.9639245,4.1684365,6.7915206,9.914592,75.18846,80.14849,75.95542,79.060295,94.17485,final
2017-08-01,1,900541,ET05,10284.0,3.8484054,3.7010891,7.8932323,10.811471,53.683,59.23669,101.693085,81.54353,91.354324,final
2017-08-11,1,900541,ET05,10284.0,7.3607545,4.5912256,13.173084,12.460752,40.630398,42.124233,128.87566,104.07963,96.83,final
2017-08-21,1,900541,ET05,10284.0,6.818553,5.86983,18.027714,14.162146,29.381077,30.90058,108.72804,120.17294,95.76747,final
2017-09-01,1,900541,ET05,10284.0,9.428432,6.538072,23.60774,16.999128,36.743774,33.70429,125.05063,130.04033,107.8531,final
2017-09-11,1,900541,ET05,10284.0,7.872034,7.3904157,24.11902,19.798317,43.24047,39.637234,103.88703,117.42338,108.072266,final
2017-09-21,1,900541,ET05,10284.0,8.623881,8.41726,25.924347,22.345747,50.74358,46.422485,101.53997,113.086494,108.40312,final
2017-10-01,1,900541,ET05,10284.0,11.341501,23.588688,27.837416,39.396362,59.338394,67.20696,57.160725,73.96421,89.10276,final
2017-10-11,1,900541,ET05,10284.0,30.914528,24.811705,50.87991,56.817654,88.17202,89.07672,120.47123,90.394745,99.03834,final
2017-10-21,1,900541,ET05,10284.0,21.792591,27.621979,64.048615,76.02237,108.00069,112.530266,82.13049,85.221664,96.14603,final
2017-11-01,1,900541,ET05,10284.0,23.046967,10.870015,75.75409,63.3037,127.19925,119.69919,176.7293,118.228,106.01453,final
2017-11-11,1,900541,ET05,10284.0,7.4925127,8.485443,52.33207,46.977436,127.331,123.59341,92.637024,110.30184,102.90651,final
2017-11-21,1,900541,ET05,10284.0,4.248444,7.1369762,34.78792,26.492435,124.76089,124.86056,76.200554,126.3412,99.92325,final
2017-12-01,1,900541,ET05,10284.0,0.89381564,2.600765,12.634773,18.223185,116.22628,120.92325,77.5424,75.936066,96.26997,final
2017-12-11,1,900541,ET05,10284.0,0.6182419,1.0374335,5.7605014,10.775175,108.97248,114.57027,93.056786,68.21162,95.31841,final
2017-12-21,1,900541,ET05,10284.0,0.8485998,1.1740147,2.3606572,4.812213,101.1972,107.32702,94.72929,75.01526,94.54288,final
2018-01-01,1,900541,ET05,10284.0,0.7956048,0.9743744,2.2624464,3.170728,90.65131,83.71219,97.00773,88.88371,107.82206,final
2018-01-11,1,900541,ET05,10284.0,0.67629325,0.9730001,2.320498,3.1213698,60.413063,59.863266,95.03254,90.1387,100.847626,final
2018-01-21,1,900541,ET05,10284.0,0.92658496,1.3059899,2.398483,3.2533646,39.54706,34.112644,93.98342,89.64202,113.89426,final
2018-02-01,1,900541,ET05,10284.0,1.4814274,1.7811487,3.0843058,4.0601387,17.981525,25.028511,95.58008,89.22938,76.53235,final
2018-02-11,1,900541,ET05,10284.0,2.2621548,1.8004862,4.670167,4.8876247,12.751166,18.598427,106.78876,97.800705,75.221825,final
2018-02-21,1,900541,ET05,10284.0,3.7757683,2.1019285,7.5193505,5.683563,12.27849,13.71725,123.568794,117.18328,92.31318,final
2018-03-01,1,900541,ET05,10284.0,6.4561453,4.3063884,12.494068,8.208803,17.84082,15.439671,123.09979,132.4425,111.74749,final
2018-03-11,1,900541,ET05,10284.0,8.462174,5.503462,18.694088,11.911778,25.684753,19.920773,128.16893,140.10406,123.12923,final
2018-03-21,1,900541,ET05,10284.0,9.941754,10.102126,24.860073,19.911976,34.777905,28.848904,98.93808,119.86232,117.516075,final
2018-04-01,1,900541,ET05,10284.0,57.54327,24.109999,75.9472,39.715588,91.52557,51.984528,214.8515,181.02681,169.3891,final
2018-04-11,1,900541,ET05,10284.0,72.54463,28.489187,140.02966,62.701313,163.3939,79.50072,231.55124,214.21988,199.28104,final
2018-04-21,1,900541,ET05,10284.0,27.10317,31.368614,157.19107,83.967804,189.5705,109.56334,88.271645,182.3031,169.83661,final
2018-05-01,1,900541,ET05,10284.0,25.1373,24.61289,124.7851,84.470695,213.22636,132.39508,101.77089,145.05878,158.83127,final
2018-05-11,1,900541,ET05,10284.0,32.30698,21.703682,84.547455,77.68519,243.27118,152.29828,139.70726,108.29927,157.83466,final
2018-05-21,1,900541,ET05,10284.0,14.35103,17.093485,71.79531,63.410057,253.84644,167.28983,87.58704,112.25734,150.23895,final
2018-06-01,1,900541,ET05,10284.0,3.4515753,3.734364,50.10959,42.531532,250.84186,166.7178,96.762344,115.943214,148.98972,final
2018-06-11,1,900541,ET05,10284.0,1.1130883,1.4574711,18.915693,22.28532,243.49278,162.67181,94.66691,87.6504,148.20189,final
2018-06-21,1,900541,ET05,10284.0,1.8836056,1.6320076,6.448269,6.823843,235.43463,154.2017,103.79369,96.823586,151.02516,final
2018-07-01,1,900541,ET05,10284.0,3.3394594,2.8042104,6.336153,5.893689,181.23083,132.8959,106.85846,104.06165,135.05176,final
2018-07-11,1,900541,ET05,10284.0,2.931544,2.9419453,8.154609,7.3781633,111.61776,107.34867,99.86904,106.2727,103.79986,final
2018-07-21,1,900541,ET05,10284.0,3.4817193,4.1684365,9.752723,9.914592,87.99631,80.14849,92.50999,98.914696,109.21662,final
2018-08-01,1,900541,ET05,10284.0,3.5875146,3.7010891,10.000778,10.811471,66.44652,59.23669,98.69471,94.87276,111.22384,final
2018-08-11,1,900541,ET05,10284.0,3.162388,4.5912256,10.231622,12.460752,37.301926,42.124233,85.10266,87.23349,89.766815,final
2018-08-21,1,900541,ET05,10284.0,8.455951,5.86983,15.205853,14.162146,31.406845,30.90058,123.79173,105.44671,101.41019,final
2018-09-01,1,900541,ET05,10284.0,5.1601515,6.538072,16.77849,16.999128,33.11542,33.70429,88.05762,98.997055,98.478546,final
2018-09-11,1,900541,ET05,10284.0,6.9178333,7.3904157,20.533936,19.798317,38.920166,39.637234,96.18591,102.9664,98.39356,final
2018-09-21,1,900541,ET05,10284.0,11.349767,8.41726,23.427752,22.345747,48.386326,46.422485,121.85622,103.95676,103.81904,final
2018-10-01,1,900541,ET05,10284.0,9.329152,23.588688,27.596752,39.396362,54.376022,67.20696,50.121754,73.42212,82.23033,final
2018-10-11,1,900541,ET05,10284.0,24.715675,24.811705,45.394592,56.817654,76.16016,89.07672,99.67788,81.52136,86.27018,final
2018-10-21,1,900541,ET05,10284.0,25.265072,27.621979,59.3099,76.02237,97.94351,112.530266,92.77509,79.37302,87.588936,final
2018-11-01,1,900541,ET05,10284.0,3.4458382,10.870015,53.426586,63.3037,97.80183,119.69919,53.21884,85.53942,82.43985,final
2018-11-11,1,900541,ET05,10284.0,10.248153,8.485443,38.959064,46.977436,104.887596,123.59341,113.071205,84.57336,85.453514,final
2018-11-21,1,900541,ET05,10284.0,7.25564,7.1369762,20.94963,26.492435,103.68729,124.86056,100.97771,82.39957,83.69537,final
