date,adm_level,adm_id,PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
1981-01-01,1,900532,ET14,20.0,1.4,3.6416667,,,,,74.05979,,,final
1981-01-11,1,900532,ET14,20.0,1.2,4.305,,,,,66.630844,,,final
1981-01-21,1,900532,ET14,20.0,1.3,5.7233334,3.8999999,13.67,,,58.75039,47.67006,,final
1981-02-01,1,900532,ET14,20.0,2.1,11.851666,4.6,21.88,,,42.13233,35.71429,,final
1981-02-11,1,900532,ET14,20.0,26.5,11.213333,29.9,28.788334,,,194.28455,103.29009,,final
1981-02-21,1,900532,ET14,20.0,2.1,8.238334,30.7,31.303333,,,53.63213,98.33808,,final
1981-03-01,1,900532,ET14,20.0,85.75,15.461666,114.35,34.913334,,,443.51224,299.02286,,final
1981-03-11,1,900532,ET14,20.0,25.2,17.291666,113.05,40.991665,,,135.47664,256.67697,,final
1981-03-21,1,900532,ET14,20.0,64.2,22.83,175.15,55.583332,209.75,100.55666,248.65253,297.359,203.44525,final
1981-04-01,1,900532,ET14,20.0,20.3,23.6,109.7,63.721664,228.65,120.515,88.46153,166.90515,186.15305,final
1981-04-11,1,900532,ET14,20.0,16.15,24.23,100.65,70.66,243.59999,140.44,72.35716,139.63785,170.92958,final
1981-04-21,1,900532,ET14,20.0,31.95,26.71,68.399994,74.54,274.25,161.42667,116.52476,92.2806,167.79161,final
1981-05-01,1,900532,ET14,20.0,3.25,31.026667,51.35,81.96667,275.4,180.60167,22.899706,64.79494,151.07622,final
1981-05-11,1,900532,ET14,20.0,5.9,21.058332,41.100002,78.795,254.79999,190.44667,41.829227,55.015217,132.92628,final
1981-05-21,1,900532,ET14,20.0,4.35,25.646667,13.5,77.73167,257.05,207.855,30.509027,22.36145,123.11198,final
1981-06-01,1,900532,ET14,20.0,4.7,31.72,14.95,78.425,176.0,224.11334,26.41612,23.913694,79.0002,final
1981-06-11,1,900532,ET14,20.0,5.65,39.296665,14.699999,96.66334,156.45,246.11833,24.04244,19.377684,64.2924,final
1981-06-21,1,900532,ET14,20.0,35.0,48.926666,45.35,119.94334,127.24999,272.215,74.174805,40.298264,47.706654,final
1981-07-01,1,900532,ET14,20.0,68.6,81.84333,109.25,170.06667,175.54999,330.45834,84.75032,65.26085,53.82188,final
1981-07-11,1,900532,ET14,20.0,88.4,84.69667,192.0,215.46667,247.79999,390.925,104.12873,89.35591,63.850475,final
1981-07-21,1,900532,ET14,20.0,148.6,105.07667,305.6,271.61667,364.45,469.2917,139.53911,112.285355,77.8951,final
1981-08-01,1,900532,ET14,20.0,98.25,89.778336,335.25,279.55167,459.45,528.04333,108.93839,119.574066,87.13176,final
1981-08-11,1,900532,ET14,20.0,82.75,94.445,329.6,289.3,536.3,601.43,88.23973,113.69351,89.26009,final
1981-08-21,1,900532,ET14,20.0,102.05,102.595,283.05,286.81833,634.0,678.37836,99.49348,98.70867,93.506035,final
1981-09-01,1,900532,ET14,20.0,64.75,57.575,249.55,254.61499,694.05,704.23334,111.46624,98.04904,98.56418,final
1981-09-11,1,900532,ET14,20.0,58.0,46.51,224.8,206.68,746.39996,711.44666,122.30635,108.5601,104.8787,final
1981-09-21,1,900532,ET14,20.0,28.55,35.565,151.3,139.65,739.95,698.085,82.706764,108.05393,105.95447,final
1981-10-01,1,900532,ET14,20.0,10.05,12.6883335,96.600006,94.763336,681.39996,628.93,85.08433,101.841034,108.27694,final
1981-10-11,1,900532,ET14,20.0,0.8,5.866667,39.399998,54.12,593.8,550.1,53.374237,75.10149,107.87246,final
1981-10-21,1,900532,ET14,20.0,0.85,4.66,11.700001,23.215,446.04996,449.68335,60.559006,59.188377,99.2009,final
1981-11-01,1,900532,ET14,20.0,1.65,3.11,3.3000002,13.636667,349.44995,363.01498,81.997536,44.535862,96.314,final
1981-11-11,1,900532,ET14,20.0,1.2,2.3883333,3.7,10.158333,267.9,270.95834,83.91608,57.394173,98.89174,final
1981-11-21,1,900532,ET14,20.0,1.35,2.2583334,4.2,7.7566667,167.20001,170.62166,87.48565,72.119156,98.0517,final
1981-12-01,1,900532,ET14,20.0,1.55,2.2416666,4.1000004,6.8883333,104.00001,115.28833,90.44879,76.54564,90.615616,final
1981-12-11,1,900532,ET14,20.0,1.5,2.3616667,4.4,6.8616667,47.499996,71.14,88.29522,79.24687,68.95193,final
1981-12-21,1,900532,ET14,20.0,3.55,2.6666667,6.6,7.27,22.5,38.24167,111.521736,94.53953,63.596066,final
1982-01-01,1,900532,ET14,20.0,4.5,3.6416667,9.55,8.67,16.95,29.25,109.9325,106.437454,64.08759,final
1982-01-11,1,900532,ET14,20.0,19.05,4.305,27.099998,10.611667,35.2,27.446667,258.46317,205.61545,123.89562,final
1982-01-21,1,900532,ET14,20.0,2.05,5.7233334,25.599998,13.67,36.399998,28.48,65.744484,163.89929,123.65591,final
1982-02-01,1,900532,ET14,20.0,4.8,11.851666,25.899998,21.88,39.55,37.321667,58.154488,114.95535,105.26522,final
1982-02-11,1,900532,ET14,20.0,52.35,11.213333,59.199997,28.788334,90.7,46.215,353.72122,190.0064,186.85931,final
1982-02-21,1,900532,ET14,20.0,13.65,8.238334,70.799995,31.303333,103.0,52.243332,140.87875,208.79623,188.66826,final
1982-03-01,1,900532,ET14,20.0,6.55,15.461666,72.55,34.913334,108.0,65.46333,56.447018,194.29597,160.3671,final
1982-03-11,1,900532,ET14,20.0,2.05,17.291666,22.25,40.991665,108.55,80.39167,31.626171,59.249866,132.97551,final
1982-03-21,1,900532,ET14,20.0,53.0,22.83,61.6,55.583332,158.0,100.55666,208.40819,109.93122,154.41943,final
1982-04-01,1,900532,ET14,20.0,20.8,23.6,75.85,63.721664,174.3,120.515,90.209785,117.64848,142.85146,final
1982-04-11,1,900532,ET14,20.0,28.15,24.23,101.950005,70.66,183.40001,140.44,113.41089,141.35606,129.53796,final
1982-04-21,1,900532,ET14,20.0,14.05,26.71,62.999996,74.54,195.4,161.42667,60.075684,85.49158,120.41338,final
1982-05-01,1,900532,ET14,20.0,30.1,31.026667,72.3,81.96667,220.70001,180.60167,97.42783,88.884636,121.604515,final
1982-05-11,1,900532,ET14,20.0,54.7,21.058332,98.850006,78.795,223.05,190.44667,229.1014,123.933426,116.68144,final
1982-05-21,1,900532,ET14,20.0,6.5,25.646667,91.3,77.73167,215.9,207.855,37.52447,116.40042,103.779564,final
1982-06-01,1,900532,ET14,20.0,12.1,31.72,73.3,78.425,221.45001,224.11334,46.568626,93.85676,98.83755,final
1982-06-11,1,900532,ET14,20.0,29.85,39.296665,48.45,96.66334,249.25002,246.11833,78.67409,52.575493,101.24709,final
1982-06-21,1,900532,ET14,20.0,20.95,48.926666,62.9,119.94334,217.20001,272.215,48.120907,54.344635,80.1544,final
1982-07-01,1,900532,ET14,20.0,46.5,81.84333,97.3,170.06667,242.90001,330.45834,59.302193,58.434887,73.898895,final
1982-07-11,1,900532,ET14,20.0,36.7,84.69667,104.149994,215.46667,251.45,390.925,46.49002,49.508614,64.77238,final
1982-07-21,1,900532,ET14,20.0,129.55,105.07667,212.75,271.61667,366.95,469.2917,122.23299,78.71904,78.4222,final
1982-08-01,1,900532,ET14,20.0,81.0,89.778336,247.25,279.55167,417.85,528.04333,90.73804,88.648224,79.327515,final
1982-08-11,1,900532,ET14,20.0,86.5,94.445,297.05,289.3,449.65002,601.43,92.01066,102.63337,74.971565,final
1982-08-21,1,900532,ET14,20.0,96.95,102.595,264.45,286.81833,540.10004,678.37836,94.75347,92.33485,79.76548,final
1982-09-01,1,900532,ET14,20.0,33.05,57.575,216.5,254.61499,561.05,704.23334,60.80703,85.31865,79.81153,final
1982-09-11,1,900532,ET14,20.0,59.05,46.51,189.05,206.68,590.25,711.44666,124.3448,91.671394,83.08365,final
1982-09-21,1,900532,ET14,20.0,29.7,35.565,121.8,139.65,599.0,698.085,85.541725,87.659874,85.907104,final
1982-10-01,1,900532,ET14,20.0,18.7,12.6883335,107.45,94.763336,571.2,628.93,133.98663,112.71676,90.893326,final
1982-10-11,1,900532,ET14,20.0,12.25,5.866667,60.65,54.12,546.75,550.1,158.74234,111.045334,99.39651,final
1982-10-21,1,900532,ET14,20.0,3.85,4.66,34.8,23.215,421.05002,449.68335,91.614914,141.05972,93.702576,final
1982-11-01,1,900532,ET14,20.0,12.45,3.11,28.55,13.636667,352.50003,363.01498,215.16647,180.02145,97.14279,final
1982-11-11,1,900532,ET14,20.0,3.05,2.3883333,19.349998,10.158333,269.05,270.95834,108.95556,160.63771,99.308464,final
1982-11-21,1,900532,ET14,20.0,3.45,2.2583334,18.95,7.7566667,175.55,170.62166,116.41791,187.74498,102.80622,final
1982-12-01,1,900532,ET14,20.0,1.8,2.2416666,8.3,6.8883333,144.3,115.28833,93.90104,111.87439,124.11845,final
1982-12-11,1,900532,ET14,20.0,4.0,2.3616667,9.25,6.8616667,89.25,71.14,122.25492,120.13489,123.78514,final
1982-12-21,1,900532,ET14,20.0,2.3,2.6666667,8.1,7.27,61.85,38.24167,95.21739,106.76446,154.59625,final
1983-01-01,1,900532,ET14,20.0,1.95,3.6416667,8.25,8.67,45.1,29.25,80.4243,96.927574,146.27737,final
1983-01-11,1,900532,ET14,20.0,2.5,4.305,6.75,10.611667,35.35,27.446667,80.60182,75.26423,124.35792,final
1983-01-21,1,900532,ET14,20.0,5.65,5.7233334,10.1,13.67,37.15,28.48,99.31613,80.87842,125.89606,final
1983-02-01,1,900532,ET14,20.0,22.85,11.851666,31.0,21.88,47.550003,37.321667,165.26556,133.92857,124.16808,final
1983-02-11,1,900532,ET14,20.0,5.3,11.213333,33.8,28.788334,49.8,46.215,63.527958,114.832535,106.9999,final
1983-02-21,1,900532,ET14,20.0,3.6,8.238334,31.750002,31.303333,49.95,52.243332,64.96286,101.23037,95.99371,final
1983-03-01,1,900532,ET14,20.0,8.0,15.461666,16.9,34.913334,56.149998,65.46333,63.533436,54.86888,86.78272,final
1983-03-11,1,900532,ET14,20.0,13.35,17.291666,24.95,40.991665,65.5,80.39167,82.317764,65.12049,82.560745,final
1983-03-21,1,900532,ET14,20.0,28.55,22.83,49.9,55.583332,91.75,100.55666,120.55336,90.61899,91.65694,final
1983-04-01,1,900532,ET14,20.0,53.65,23.6,95.55,63.721664,143.45001,120.515,205.06992,146.31487,118.27272,final
1983-04-11,1,900532,ET14,20.0,25.75,24.23,107.95,70.66,166.70001,140.44,105.200134,149.28627,118.05556,final
1983-04-21,1,900532,ET14,20.0,19.75,26.71,99.15,74.54,180.79999,161.42667,78.05109,130.94041,111.640755,final
1983-05-01,1,900532,ET14,20.0,17.05,31.026667,62.55,81.96667,175.0,180.60167,61.204666,77.67344,96.98189,final
1983-05-11,1,900532,ET14,20.0,98.75,21.058332,135.55,78.795,268.45,190.44667,398.1452,167.73079,139.9103,final
1983-05-21,1,900532,ET14,20.0,82.8,25.646667,198.6,77.73167,347.65002,207.855,286.4912,246.09683,165.67618,final
1983-06-01,1,900532,ET14,20.0,23.5,31.72,205.05,78.425,363.15002,224.11334,77.61438,251.78304,160.68466,final
1983-06-11,1,900532,ET14,20.0,29.8,39.296665,136.1,96.66334,379.59998,246.11833,78.56122,138.79143,153.15488,final
1983-06-21,1,900532,ET14,20.0,32.65,48.926666,85.95,119.94334,383.69998,272.215,69.81704,72.79299,140.21608,final
1983-07-01,1,900532,ET14,20.0,19.25,81.84333,81.7,170.06667,349.3,330.45834,27.92385,49.523987,105.61669,final
1983-07-11,1,900532,ET14,20.0,82.35,84.69667,134.25,215.46667,405.9,390.925,97.383766,63.161476,103.78229,final
1983-07-21,1,900532,ET14,20.0,107.35,105.07667,208.95,271.61667,493.50003,469.2917,102.06523,77.3453,105.1041,final
1983-08-01,1,900532,ET14,20.0,63.0,89.778336,252.7,279.55167,539.45,528.04333,71.74635,90.56352,102.139915,final
1983-08-11,1,900532,ET14,20.0,93.5,94.445,263.85,289.3,534.2,601.43,99.04973,91.35237,88.91381,final
1983-08-21,1,900532,ET14,20.0,135.8,102.595,292.3,286.81833,587.2,678.37836,130.8611,101.87845,86.65771,final
1983-09-01,1,900532,ET14,20.0,58.5,57.575,287.8,254.61499,622.2,704.23334,101.47822,112.78238,88.433525,final
1983-09-11,1,900532,ET14,20.0,61.85,46.51,256.15,206.68,654.25,711.44666,129.78062,123.370186,92.01662,final
1983-09-21,1,900532,ET14,20.0,21.0,35.565,141.35,139.65,642.6,698.085,64.094666,101.17526,92.108345,final
1983-10-01,1,900532,ET14,20.0,8.3,12.6883335,91.15,94.763336,631.64996,628.93,75.1908,96.3781,100.42907,final
1983-10-11,1,900532,ET14,20.0,6.95,5.866667,36.25,54.12,556.25,550.1,109.969315,69.773346,101.10791,final
1983-10-21,1,900532,ET14,20.0,2.85,4.66,18.1,23.215,451.75,449.68335,81.26294,81.871346,100.45452,final
1983-11-01,1,900532,ET14,20.0,2.15,3.11,11.949999,13.636667,390.9,363.01498,88.162766,90.94973,107.57715,final
1983-11-11,1,900532,ET14,20.0,1.95,2.3883333,6.95,10.158333,299.35,270.95834,94.06722,78.834526,110.28838,final
1983-11-21,1,900532,ET14,20.0,2.0,2.2583334,6.1000004,7.7566667,165.55,170.62166,96.44087,87.013336,97.11217,final
1983-12-01,1,900532,ET14,20.0,1.5,2.2416666,5.45,6.8883333,108.549995,115.28833,89.75834,87.9013,94.398186,final
1983-12-11,1,900532,ET14,20.0,1.6,2.3616667,5.1,6.8616667,48.3,71.14,89.65361,85.14824,70.002625,final
1983-12-21,1,900532,ET14,20.0,2.2,2.6666667,5.3,7.27,29.500002,38.24167,93.91304,83.94458,79.78416,final
1984-01-01,1,900532,ET14,20.0,1.9,3.6416667,5.7000003,8.67,23.099998,29.25,79.84572,78.2736,82.04379,final
1984-01-11,1,900532,ET14,20.0,1.9,4.305,6.0,10.611667,18.05,27.446667,74.15368,70.46013,71.03965,final
1984-01-21,1,900532,ET14,20.0,2.35,5.7233334,6.1499996,13.67,17.55,28.48,68.542114,59.721478,67.353645,final
1984-02-01,1,900532,ET14,20.0,2.75,11.851666,7.0,21.88,18.15,37.321667,45.98952,44.64286,54.70011,final
1984-02-11,1,900532,ET14,20.0,2.9,11.213333,8.0,28.788334,19.099998,46.215,48.72533,38.47482,47.056522,final
1984-02-21,1,900532,ET14,20.0,6.45,8.238334,12.1,31.303333,23.55,52.243332,86.49124,47.10311,49.8748,final
1984-03-01,1,900532,ET14,20.0,6.65,15.461666,16.0,34.913334,28.699999,65.46333,56.935734,52.614,47.826286,final
1984-03-11,1,900532,ET14,20.0,11.35,17.291666,24.45,40.991665,38.45,80.39167,73.345795,64.03334,50.883186,final
1984-03-21,1,900532,ET14,20.0,9.65,22.83,27.65,55.583332,45.9,100.55666,52.641033,53.892715,48.220547,final
1984-04-01,1,900532,ET14,20.0,6.0,23.6,27.0,63.721664,50.0,120.515,38.46154,46.564648,43.81946,final
1984-04-11,1,900532,ET14,20.0,5.75,24.23,21.4,70.66,53.85,140.44,36.777287,34.89294,40.46342,final
1984-04-21,1,900532,ET14,20.0,3.7,26.71,15.45,74.54,55.2,161.42667,27.43614,25.710335,36.17209,final
1984-05-01,1,900532,ET14,20.0,9.45,31.026667,18.9,81.96667,61.9,180.60167,40.10918,27.481794,36.044933,final
1984-05-11,1,900532,ET14,20.0,51.75,21.058332,64.9,78.795,110.75,190.44667,217.78064,83.41787,59.22332,final
1984-05-21,1,900532,ET14,20.0,77.5,25.646667,138.7,77.73167,181.8,207.855,269.1973,173.69406,87.75928,final
1984-06-01,1,900532,ET14,20.0,83.5,31.72,212.75,78.425,258.65,224.11334,241.01308,261.01288,115.07405,final
1984-06-11,1,900532,ET14,20.0,67.95,39.296665,228.95,96.66334,315.25,246.11833,164.68509,230.12228,127.52951,final
1984-06-21,1,900532,ET14,20.0,60.55,48.926666,212.0,119.94334,366.14996,272.215,121.55397,173.67873,133.88524,final
1984-07-01,1,900532,ET14,20.0,59.45,81.84333,187.95,170.06667,419.59998,330.45834,74.2141,110.21515,126.57309,final
1984-07-11,1,900532,ET14,20.0,95.75,84.69667,215.75,215.46667,509.59998,390.925,112.32301,100.12851,129.97412,final
1984-07-21,1,900532,ET14,20.0,115.7,105.07667,270.9,271.61667,621.6,469.2917,109.65085,99.74091,132.1128,final
1984-08-01,1,900532,ET14,20.0,87.2,89.778336,298.65,279.55167,699.35004,528.04333,97.27962,106.71172,132.13748,final
1984-08-11,1,900532,ET14,20.0,78.25,94.445,281.15,289.3,725.85004,601.43,83.714615,97.23072,120.5168,final
1984-08-21,1,900532,ET14,20.0,54.9,102.595,220.35,286.81833,703.25006,678.37836,55.671734,77.2227,103.63952,final
1984-09-01,1,900532,ET14,20.0,73.4,57.575,206.54999,254.61499,693.1501,704.23334,125.28966,81.486046,98.437294,final
1984-09-11,1,900532,ET14,20.0,41.1,46.51,169.4,206.68,666.30005,711.44666,89.497185,82.38851,93.69854,final
1984-09-21,1,900532,ET14,20.0,20.0,35.565,134.5,139.65,625.74994,698.085,61.629486,96.43968,89.71176,final
1984-10-01,1,900532,ET14,20.0,2.5,12.6883335,63.6,94.763336,568.8,628.93,42.40083,68.76274,90.514725,final
1984-10-11,1,900532,ET14,20.0,2.5,5.866667,25.0,54.12,475.55,550.1,69.0184,50.744247,86.56999,final
1984-10-21,1,900532,ET14,20.0,2.25,4.66,7.25,23.215,362.1,449.68335,75.05176,43.416622,80.73751,final
1984-11-01,1,900532,ET14,20.0,1.9,3.11,6.65,13.636667,276.8,363.01498,85.080154,62.511177,76.57297,final
1984-11-11,1,900532,ET14,20.0,1.5,2.3883333,5.65,10.158333,200.04999,270.95834,87.97654,70.258385,74.30469,final
1984-11-21,1,900532,ET14,20.0,1.6,2.2583334,5.0,7.7566667,146.75,170.62166,90.92997,78.39039,86.40734,final
1984-12-01,1,900532,ET14,20.0,2.6,2.2416666,5.7,6.8883333,75.95,115.28833,104.94821,90.0042,67.29664,final
1984-12-11,1,900532,ET14,20.0,1.9,2.3616667,6.1,6.8616667,36.75,71.14,93.728775,93.57876,54.833202,final
1984-12-21,1,900532,ET14,20.0,2.35,2.6666667,6.85,7.27,19.1,38.24167,95.86956,96.57702,55.73328,final
1985-01-01,1,900532,ET14,20.0,3.5,3.6416667,7.75,8.67,20.1,29.25,98.36066,93.269936,73.284676,final
1985-01-11,1,900532,ET14,20.0,3.45,4.305,9.3,10.611667,21.050001,27.446667,90.811386,91.59817,80.28561,final
1985-01-21,1,900532,ET14,20.0,6.6,5.7233334,13.549999,13.67,25.400002,28.48,108.17532,99.357254,90.80048,final
1985-02-01,1,900532,ET14,20.0,2.55,11.851666,12.6,21.88,26.05,37.321667,44.802696,65.47619,73.36667,final
1985-02-11,1,900532,ET14,20.0,2.75,11.213333,11.9,28.788334,27.3,46.215,47.800167,50.01726,63.06746,final
1985-02-21,1,900532,ET14,20.0,2.05,8.238334,7.3500004,31.303333,27.749998,52.243332,53.254436,34.018917,57.211906,final
1985-03-01,1,900532,ET14,20.0,3.95,15.461666,8.75,34.913334,29.099998,65.46333,43.74033,34.44964,48.393963,final
1985-03-11,1,900532,ET14,20.0,9.25,17.291666,15.25,40.991665,36.449997,80.39167,63.925236,44.02972,48.54103,final
1985-03-21,1,900532,ET14,20.0,21.65,22.83,34.85,55.583332,55.75,100.55666,95.75997,65.77717,57.55203,final
1985-04-01,1,900532,ET14,20.0,33.95,23.6,64.85,63.721664,86.2,120.515,136.18881,101.64189,72.66064,final
1985-04-11,1,900532,ET14,20.0,27.2,24.23,82.8,70.66,109.95,140.44,110.160805,116.04546,79.036026,final
1985-04-21,1,900532,ET14,20.0,38.75,26.71,99.9,74.54,142.09999,161.42667,137.9691,131.88333,88.387276,final
1985-05-01,1,900532,ET14,20.0,69.7,31.026667,135.65,81.96667,209.25,180.60167,207.34642,161.72862,115.43539,final
1985-05-11,1,900532,ET14,20.0,13.35,21.058332,121.799995,78.795,219.85,190.44667,70.41894,151.32167,115.044174,final
1985-05-21,1,900532,ET14,20.0,5.85,25.646667,88.899994,77.73167,223.65001,207.855,35.403526,113.499466,107.420555,final
1985-06-01,1,900532,ET14,20.0,16.55,31.72,35.75,78.425,236.25002,224.11334,58.68736,48.846268,105.29723,final
1985-06-11,1,900532,ET14,20.0,26.6,39.296665,49.0,96.66334,253.60002,246.11833,71.3372,53.116493,102.97935,final
1985-06-21,1,900532,ET14,20.0,47.5,48.926666,90.65,119.94334,279.45,272.215,97.35443,76.5547,102.60989,final
1985-07-01,1,900532,ET14,20.0,87.75,81.84333,161.85,170.06667,333.25,330.45834,106.80152,95.30655,100.83219,final
1985-07-11,1,900532,ET14,20.0,83.65,84.69667,218.9,215.46667,389.69998,390.925,98.8331,101.55729,99.6906,final
1985-07-21,1,900532,ET14,20.0,139.75,105.07667,311.15,271.61667,490.69998,469.2917,131.49925,114.29174,104.51374,final
1985-08-01,1,900532,ET14,20.0,113.9,89.778336,337.3,279.55167,534.9,528.04333,125.45061,120.2945,101.28633,final
1985-08-11,1,900532,ET14,20.0,88.05,94.445,341.7,289.3,609.6,601.43,93.56931,117.80497,101.34723,final
1985-08-21,1,900532,ET14,20.0,97.8,102.595,299.75,286.81833,701.55,678.37836,95.54347,104.43141,103.39074,final
1985-09-01,1,900532,ET14,20.0,47.35,57.575,233.20001,254.61499,732.35,704.23334,83.65961,91.75125,103.96438,final
1985-09-11,1,900532,ET14,20.0,59.5,46.51,204.65,206.68,765.24994,711.44666,125.21841,99.041,107.50974,final
1985-09-21,1,900532,ET14,20.0,21.35,35.565,128.2,139.65,739.0999,698.085,64.95748,92.08434,105.833565,final
1985-10-01,1,900532,ET14,20.0,11.5,12.6883335,92.35,94.763336,662.8499,628.93,93.28182,97.58094,105.35073,final
1985-10-11,1,900532,ET14,20.0,2.95,5.866667,35.8,54.12,582.14996,550.1,73.1595,69.01218,105.773735,final
1985-10-21,1,900532,ET14,20.0,2.95,4.66,17.4,23.215,445.35004,449.68335,82.298134,79.390396,99.04696,final
1985-11-01,1,900532,ET14,20.0,2.0,3.11,7.9,13.636667,333.45004,363.01498,86.3132,69.21838,91.96637,final
1985-11-11,1,900532,ET14,20.0,1.65,2.3883333,6.6,10.158333,247.04999,270.95834,90.00677,76.525566,91.33624,final
1985-11-21,1,900532,ET14,20.0,1.55,2.2583334,5.2,7.7566667,150.79999,170.62166,90.241104,79.95819,88.713425,final
1985-12-01,1,900532,ET14,20.0,1.65,2.2416666,4.85,6.8883333,105.1,115.28833,91.82969,82.85434,91.530075,final
1985-12-11,1,900532,ET14,20.0,1.4,2.3616667,4.6,6.8616667,47.000004,71.14,86.93684,80.93298,68.29525,final
1985-12-21,1,900532,ET14,20.0,1.75,2.6666667,4.8,7.27,27.399998,38.24167,88.04347,79.8696,74.92773,final
1986-01-01,1,900532,ET14,20.0,2.05,3.6416667,5.2,8.67,17.949999,29.25,81.58149,74.615944,67.00729,final
1986-01-11,1,900532,ET14,20.0,2.05,4.305,5.85,10.611667,17.05,27.446667,75.76572,69.499306,67.95767,final
1986-01-21,1,900532,ET14,20.0,2.55,5.7233334,6.6499996,13.67,16.65,28.48,70.40721,62.39957,64.665474,final
1986-02-01,1,900532,ET14,20.0,8.3,11.851666,12.9,21.88,22.95,37.321667,78.92395,66.59226,66.041824,final
1986-02-11,1,900532,ET14,20.0,18.35,11.213333,29.2,28.788334,39.65,46.215,144.01727,101.21837,87.18149,final
1986-02-21,1,900532,ET14,20.0,21.75,8.238334,48.4,31.303333,59.85,52.243332,202.0647,147.09393,113.28831,final
1986-03-01,1,900532,ET14,20.0,28.4,15.461666,68.5,34.913334,86.6,65.46333,163.23207,184.14899,129.99667,final
1986-03-11,1,900532,ET14,20.0,26.1,17.291666,76.25,40.991665,111.3,80.39167,139.51402,176.66245,136.19595,final
1986-03-21,1,900532,ET14,20.0,11.15,22.83,65.65,55.583332,120.7,100.55666,58.030903,116.616234,119.08296,final
1986-04-01,1,900532,ET14,20.0,79.95,23.6,117.2,63.721664,198.6,120.515,297.02795,177.81874,162.21169,final
1986-04-11,1,900532,ET14,20.0,44.85,24.23,135.95,70.66,241.4,140.44,170.54396,186.29393,169.41695,final
1986-04-21,1,900532,ET14,20.0,30.05,26.71,154.84999,74.54,268.9,161.42667,110.53295,200.96805,164.57698,final
1986-05-01,1,900532,ET14,20.0,22.8,31.026667,97.7,81.96667,283.39996,180.60167,77.16507,118.09122,155.38652,final
1986-05-11,1,900532,ET14,20.0,31.0,21.058332,83.85,78.795,296.05002,190.44667,138.15158,106.03258,154.0318,final
1986-05-21,1,900532,ET14,20.0,17.5,25.646667,71.3,77.73167,291.80002,207.855,73.41744,92.225876,139.43765,final
1986-06-01,1,900532,ET14,20.0,29.2,31.72,77.7,78.425,292.6,224.11334,93.13725,99.13094,129.89204,final
1986-06-11,1,900532,ET14,20.0,69.15,39.296665,115.850006,96.66334,335.65,246.11833,167.39409,118.87275,135.65317,final
1986-06-21,1,900532,ET14,20.0,64.0,48.926666,162.35,119.94334,388.5,272.215,127.95154,133.94072,141.94759,final
1986-07-01,1,900532,ET14,20.0,69.55,81.84333,202.7,170.06667,378.09998,330.45834,85.844246,118.64052,114.20195,final
1986-07-11,1,900532,ET14,20.0,69.7,84.69667,203.25,215.46667,402.95,390.925,83.280685,94.458725,103.0372,final
1986-07-21,1,900532,ET14,20.0,82.15,105.07667,221.4,271.61667,455.05002,469.2917,79.1721,81.846115,96.99728,final
1986-08-01,1,900532,ET14,20.0,64.95,89.778336,216.8,279.55167,497.2,528.04333,73.80378,77.94718,94.21373,final
1986-08-11,1,900532,ET14,20.0,85.25,94.445,232.35,289.3,551.45,601.43,90.75368,80.649,91.75833,final
1986-08-21,1,900532,ET14,20.0,90.45,102.595,240.65,286.81833,624.4,678.37836,88.712296,84.179085,92.10125,final
1986-09-01,1,900532,ET14,20.0,69.65,57.575,245.35,254.61499,664.85004,704.23334,119.29685,96.43126,94.44706,final
1986-09-11,1,900532,ET14,20.0,49.1,46.51,209.20001,206.68,644.8,711.44666,105.02815,101.19048,90.69761,final
1986-09-21,1,900532,ET14,20.0,34.65,35.565,153.4,139.65,615.45,698.085,97.74437,109.5057,88.246796,final
1986-10-01,1,900532,ET14,20.0,9.9,12.6883335,93.65,94.763336,555.80005,628.93,84.23631,98.884026,88.464035,final
1986-10-11,1,900532,ET14,20.0,2.2,5.866667,46.750004,54.12,488.3,550.1,66.25767,87.53384,88.866875,final
1986-10-21,1,900532,ET14,20.0,2.85,4.66,14.949999,23.215,409.0,449.68335,81.26294,70.70706,91.052376,final
1986-11-01,1,900532,ET14,20.0,1.65,3.11,6.7000003,13.636667,345.7,363.01498,81.997536,62.77947,95.29504,final
1986-11-11,1,900532,ET14,20.0,1.4,2.3883333,5.9,10.158333,261.84998,270.95834,86.623055,71.90764,96.69937,final
1986-11-21,1,900532,ET14,20.0,1.6,2.2583334,4.65,7.7566667,172.99998,170.62166,90.92997,75.64672,101.35423,final
1986-12-01,1,900532,ET14,20.0,1.7,2.2416666,4.7,6.8883333,105.049995,115.28833,92.520134,81.5926,91.4885,final
1986-12-11,1,900532,ET14,20.0,1.3,2.3616667,4.6000004,6.8616667,57.250004,71.14,85.578445,80.93298,81.75729,final
1986-12-21,1,900532,ET14,20.0,1.75,2.6666667,4.75,7.27,24.349998,38.24167,88.04347,79.4621,67.874344,final
1987-01-01,1,900532,ET14,20.0,2.15,3.6416667,5.2,8.67,16.6,29.25,82.73867,74.615944,63.065697,final
1987-01-11,1,900532,ET14,20.0,2.15,4.305,6.05,10.611667,16.55,27.446667,76.84041,70.7804,66.41668,final
1987-01-21,1,900532,ET14,20.0,2.5,5.7233334,6.8,13.67,16.2,28.48,69.94093,63.203003,63.32139,final
1987-02-01,1,900532,ET14,20.0,3.15,11.851666,7.8,21.88,17.699999,37.321667,48.36317,47.61905,53.636826,final
