iso3,ADM0_PCODE,ADM0_NAME,pcode,ADM1_NAME,ADM2_PCODE,ADM2_NAME,valid_date,SFED,RP,SFED_BASELINE
ETH,ET,Ethiopia,ET16,Sidama,ET1600,Sidama,2026-05-29,0.0,1-1.5,4.805487263762519e-05
ETH,ET,Ethiopia,ET01,Tigray,ET0107,Mekelle,2026-05-29,0.0,1-1.5,0.0001195461370617646
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,2026-05-29,0.0,1-1.5,0.0001195461370617646
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,2026-05-29,0.0,1-1.5,0.0001195461370617646
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,2026-05-29,0.0,1-1.5,0.0001195461370617646
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,2026-05-29,0.0,1-1.5,0.0001195461370617646
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,2026-05-29,0.0,1-1.5,0.0001195461370617646
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,2026-05-29,0.0,1-1.5,0.0001195461370617646
ETH,ET,Ethiopia,ET04,Oromia,ET0404,Jimma,2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET04,Oromia,ET0410,East Hararge,2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET04,Oromia,ET0409,West Hararge,2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET04,Oromia,ET0408,Arsi,2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET04,Oromia,ET0403,Ilu Aba Bora,2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET04,Oromia,ET0407,East Shewa,2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET04,Oromia,ET0405,West Shewa,2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET04,Oromia,ET0406,North Shewa (OR),2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET04,Oromia,ET0418,Kelem Wellega,2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET04,Oromia,ET0411,Bale,2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET04,Oromia,ET0416,Buno Bedele,2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET04,Oromia,ET0421,East Bale,2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET04,Oromia,ET0412,Borena,2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET04,Oromia,ET0417,West Arsi,2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET04,Oromia,ET0413,South West Shewa,2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET04,Oromia,ET0415,West Guji,2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,2026-05-29,0.0029229927,1-1.5,0.002082023656905883
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,2026-05-29,0.009955881,1.5-2,0.001683427625473335
ETH,ET,Ethiopia,ET07,SNNP,ET0724,Yem Special,2026-05-29,0.009955881,1.5-2,0.001683427625473335
ETH,ET,Ethiopia,ET07,SNNP,ET0721,Amaro,2026-05-29,0.009955881,1.5-2,0.001683427625473335
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,2026-05-29,0.009955881,1.5-2,0.001683427625473335
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,2026-05-29,0.009955881,1.5-2,0.001683427625473335
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,2026-05-29,0.009955881,1.5-2,0.001683427625473335
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,2026-05-29,0.009955881,1.5-2,0.001683427625473335
ETH,ET,Ethiopia,ET07,SNNP,ET0713,Konso,2026-05-29,0.009955881,1.5-2,0.001683427625473335
ETH,ET,Ethiopia,ET07,SNNP,ET0723,Derashe,2026-05-29,0.009955881,1.5-2,0.001683427625473335
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,2026-05-29,0.009955881,1.5-2,0.001683427625473335
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,2026-05-29,0.009955881,1.5-2,0.001683427625473335
ETH,ET,Ethiopia,ET07,SNNP,ET0714,Halaba,2026-05-29,0.009955881,1.5-2,0.001683427625473335
ETH,ET,Ethiopia,ET07,SNNP,ET0722,Burji,2026-05-29,0.009955881,1.5-2,0.001683427625473335
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,2026-05-29,0.009955881,1.5-2,0.001683427625473335
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,2026-05-29,0.009955881,1.5-2,0.001683427625473335
ETH,ET,Ethiopia,ET07,SNNP,ET0716,Basketo,2026-05-29,0.009955881,1.5-2,0.001683427625473335
ETH,ET,Ethiopia,ET07,SNNP,ET0712,Alle,2026-05-29,0.009955881,1.5-2,0.001683427625473335
ETH,ET,Ethiopia,ET15,Dire Dawa,ET1502,Dire Dawa rural,2026-05-29,0.0,1-1.5,6.233766147157769e-07
ETH,ET,Ethiopia,ET15,Dire Dawa,ET1501,Dire Dawa urban,2026-05-29,0.0,1-1.5,6.233766147157769e-07
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0604,Kamashi,2026-05-29,0.020674473,>10,0.006003242797749987
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0602,Metekel,2026-05-29,0.020674473,>10,0.006003242797749987
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0605,Mao Komo Special,2026-05-29,0.020674473,>10,0.006003242797749987
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0603,Assosa,2026-05-29,0.020674473,>10,0.006003242797749987
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,2026-05-29,0.0,1-1.5,0.004855159270598299
ETH,ET,Ethiopia,ET02,Afar,ET0204,Fanti /Zone 4,2026-05-29,0.0,1-1.5,0.004855159270598299
ETH,ET,Ethiopia,ET02,Afar,ET0205,Hari /Zone 5,2026-05-29,0.0,1-1.5,0.004855159270598299
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,2026-05-29,0.0,1-1.5,0.004855159270598299
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,2026-05-29,0.0,1-1.5,0.004855159270598299
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,2026-05-29,0.00044390772,1-1.5,0.0002332410603658145
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,2026-05-29,0.00044390772,1-1.5,0.0002332410603658145
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),2026-05-29,0.00044390772,1-1.5,0.0002332410603658145
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,2026-05-29,0.00044390772,1-1.5,0.0002332410603658145
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,2026-05-29,0.00044390772,1-1.5,0.0002332410603658145
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,2026-05-29,0.00044390772,1-1.5,0.0002332410603658145
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,2026-05-29,0.00044390772,1-1.5,0.0002332410603658145
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,2026-05-29,0.00044390772,1-1.5,0.0002332410603658145
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,2026-05-29,0.00044390772,1-1.5,0.0002332410603658145
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,2026-05-29,0.00044390772,1-1.5,0.0002332410603658145
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,2026-05-29,0.00044390772,1-1.5,0.0002332410603658145
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,2026-05-29,0.00044390772,1-1.5,0.0002332410603658145
ETH,ET,Ethiopia,ET12,Gambela,ET1202,Agnewak,2026-05-29,0.0,1-1.5,0.001086206698421806
ETH,ET,Ethiopia,ET12,Gambela,ET1204,Itang Special woreda,2026-05-29,0.0,1-1.5,0.001086206698421806
ETH,ET,Ethiopia,ET12,Gambela,ET1203,Majang,2026-05-29,0.0,1-1.5,0.001086206698421806
ETH,ET,Ethiopia,ET12,Gambela,ET1201,Nuwer,2026-05-29,0.0,1-1.5,0.001086206698421806
ETH,ET,Ethiopia,ET13,Harari,ET1301,Harari,2026-05-29,0.0,1-1.5,0.0001459848444276511
ETH,ET,Ethiopia,ET14,Addis Ababa,ET1401,Region 14,2026-05-29,0.0,1-1.5,4.77272746634712e-06
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1106,Konta Special,2026-05-29,0.0,1-1.5,8.181623077803125e-05
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1105,Mirab Omo,2026-05-29,0.0,1-1.5,8.181623077803125e-05
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1104,Dawuro,2026-05-29,0.0,1-1.5,8.181623077803125e-05
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1101,Sheka,2026-05-29,0.0,1-1.5,8.181623077803125e-05
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1103,Bench Sheko,2026-05-29,0.0,1-1.5,8.181623077803125e-05
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1102,Kefa,2026-05-29,0.0,1-1.5,8.181623077803125e-05
ETH,ET,Ethiopia,ET05,Somali,ET0510,Nogob,2026-05-29,0.00017188175,1-1.5,0.0001556100917712542
ETH,ET,Ethiopia,ET05,Somali,ET0506,Shabelle,2026-05-29,0.00017188175,1-1.5,0.0001556100917712542
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,2026-05-29,0.00017188175,1-1.5,0.0001556100917712542
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,2026-05-29,0.00017188175,1-1.5,0.0001556100917712542
ETH,ET,Ethiopia,ET05,Somali,ET0501,Siti,2026-05-29,0.00017188175,1-1.5,0.0001556100917712542
ETH,ET,Ethiopia,ET05,Somali,ET0508,Afder,2026-05-29,0.00017188175,1-1.5,0.0001556100917712542
ETH,ET,Ethiopia,ET05,Somali,ET0504,Erer,2026-05-29,0.00017188175,1-1.5,0.0001556100917712542
ETH,ET,Ethiopia,ET05,Somali,ET0509,Liban,2026-05-29,0.00017188175,1-1.5,0.0001556100917712542
ETH,ET,Ethiopia,ET05,Somali,ET0507,Doolo,2026-05-29,0.00017188175,1-1.5,0.0001556100917712542
ETH,ET,Ethiopia,ET05,Somali,ET0505,Korahe,2026-05-29,0.00017188175,1-1.5,0.0001556100917712542
ETH,ET,Ethiopia,ET05,Somali,ET0511,Daawa,2026-05-29,0.00017188175,1-1.5,0.0001556100917712542
ETH,ET,Ethiopia,ET16,Sidama,ET1600,Sidama,2026-07-18,0.0,1-1.5,4.646005420247754e-05
ETH,ET,Ethiopia,ET01,Tigray,ET0107,Mekelle,2026-07-18,0.0,1-1.5,0.0007646809078548503
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,2026-07-18,0.0,1-1.5,0.0007646809078548503
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,2026-07-18,0.0,1-1.5,0.0007646809078548503
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,2026-07-18,0.0,1-1.5,0.0007646809078548503
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,2026-07-18,0.0,1-1.5,0.0007646809078548503
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,2026-07-18,0.0,1-1.5,0.0007646809078548503
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,2026-07-18,0.0,1-1.5,0.0007646809078548503
ETH,ET,Ethiopia,ET04,Oromia,ET0404,Jimma,2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET04,Oromia,ET0410,East Hararge,2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET04,Oromia,ET0409,West Hararge,2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET04,Oromia,ET0408,Arsi,2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET04,Oromia,ET0403,Ilu Aba Bora,2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET04,Oromia,ET0407,East Shewa,2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET04,Oromia,ET0405,West Shewa,2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET04,Oromia,ET0406,North Shewa (OR),2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET04,Oromia,ET0418,Kelem Wellega,2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET04,Oromia,ET0411,Bale,2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET04,Oromia,ET0416,Buno Bedele,2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET04,Oromia,ET0421,East Bale,2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET04,Oromia,ET0412,Borena,2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET04,Oromia,ET0417,West Arsi,2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET04,Oromia,ET0413,South West Shewa,2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET04,Oromia,ET0415,West Guji,2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,2026-07-18,0.003421562,1-1.5,0.00244463043213314
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,2026-07-18,0.010132913,1.5-2,0.001178084529355643
ETH,ET,Ethiopia,ET07,SNNP,ET0724,Yem Special,2026-07-18,0.010132913,1.5-2,0.001178084529355643
ETH,ET,Ethiopia,ET07,SNNP,ET0721,Amaro,2026-07-18,0.010132913,1.5-2,0.001178084529355643
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,2026-07-18,0.010132913,1.5-2,0.001178084529355643
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,2026-07-18,0.010132913,1.5-2,0.001178084529355643
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,2026-07-18,0.010132913,1.5-2,0.001178084529355643
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,2026-07-18,0.010132913,1.5-2,0.001178084529355643
ETH,ET,Ethiopia,ET07,SNNP,ET0713,Konso,2026-07-18,0.010132913,1.5-2,0.001178084529355643
ETH,ET,Ethiopia,ET07,SNNP,ET0723,Derashe,2026-07-18,0.010132913,1.5-2,0.001178084529355643
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,2026-07-18,0.010132913,1.5-2,0.001178084529355643
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,2026-07-18,0.010132913,1.5-2,0.001178084529355643
ETH,ET,Ethiopia,ET07,SNNP,ET0714,Halaba,2026-07-18,0.010132913,1.5-2,0.001178084529355643
ETH,ET,Ethiopia,ET07,SNNP,ET0722,Burji,2026-07-18,0.010132913,1.5-2,0.001178084529355643
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,2026-07-18,0.010132913,1.5-2,0.001178084529355643
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,2026-07-18,0.010132913,1.5-2,0.001178084529355643
ETH,ET,Ethiopia,ET07,SNNP,ET0716,Basketo,2026-07-18,0.010132913,1.5-2,0.001178084529355643
ETH,ET,Ethiopia,ET07,SNNP,ET0712,Alle,2026-07-18,0.010132913,1.5-2,0.001178084529355643
ETH,ET,Ethiopia,ET15,Dire Dawa,ET1502,Dire Dawa rural,2026-07-18,0.0,1-1.5,5.194805122631475e-07
ETH,ET,Ethiopia,ET15,Dire Dawa,ET1501,Dire Dawa urban,2026-07-18,0.0,1-1.5,5.194805122631475e-07
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0604,Kamashi,2026-07-18,0.022392344,>10,0.006950281743276191
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0602,Metekel,2026-07-18,0.022392344,>10,0.006950281743276191
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0605,Mao Komo Special,2026-07-18,0.022392344,>10,0.006950281743276191
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0603,Assosa,2026-07-18,0.022392344,>10,0.006950281743276191
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,2026-07-18,0.0,1-1.5,0.004510632864218099
ETH,ET,Ethiopia,ET02,Afar,ET0204,Fanti /Zone 4,2026-07-18,0.0,1-1.5,0.004510632864218099
ETH,ET,Ethiopia,ET02,Afar,ET0205,Hari /Zone 5,2026-07-18,0.0,1-1.5,0.004510632864218099
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,2026-07-18,0.0,1-1.5,0.004510632864218099
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,2026-07-18,0.0,1-1.5,0.004510632864218099
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,2026-07-18,0.00051919866,1-1.5,0.0009257331956251588
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,2026-07-18,0.00051919866,1-1.5,0.0009257331956251588
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),2026-07-18,0.00051919866,1-1.5,0.0009257331956251588
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,2026-07-18,0.00051919866,1-1.5,0.0009257331956251588
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,2026-07-18,0.00051919866,1-1.5,0.0009257331956251588
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,2026-07-18,0.00051919866,1-1.5,0.0009257331956251588
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,2026-07-18,0.00051919866,1-1.5,0.0009257331956251588
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,2026-07-18,0.00051919866,1-1.5,0.0009257331956251588
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,2026-07-18,0.00051919866,1-1.5,0.0009257331956251588
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,2026-07-18,0.00051919866,1-1.5,0.0009257331956251588
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,2026-07-18,0.00051919866,1-1.5,0.0009257331956251588
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,2026-07-18,0.00051919866,1-1.5,0.0009257331956251588
ETH,ET,Ethiopia,ET12,Gambela,ET1202,Agnewak,2026-07-18,0.0039239908,1-1.5,0.002117015042908447
ETH,ET,Ethiopia,ET12,Gambela,ET1204,Itang Special woreda,2026-07-18,0.0039239908,1-1.5,0.002117015042908447
ETH,ET,Ethiopia,ET12,Gambela,ET1203,Majang,2026-07-18,0.0039239908,1-1.5,0.002117015042908447
ETH,ET,Ethiopia,ET12,Gambela,ET1201,Nuwer,2026-07-18,0.0039239908,1-1.5,0.002117015042908447
ETH,ET,Ethiopia,ET13,Harari,ET1301,Harari,2026-07-18,0.0,1-1.5,0.0003806818212565717
ETH,ET,Ethiopia,ET14,Addis Ababa,ET1401,Region 14,2026-07-18,0.0,1-1.5,2.568181946365009e-05
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1106,Konta Special,2026-07-18,0.0,1-1.5,9.450668099733859e-06
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1105,Mirab Omo,2026-07-18,0.0,1-1.5,9.450668099733859e-06
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1104,Dawuro,2026-07-18,0.0,1-1.5,9.450668099733859e-06
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1101,Sheka,2026-07-18,0.0,1-1.5,9.450668099733859e-06
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1103,Bench Sheko,2026-07-18,0.0,1-1.5,9.450668099733859e-06
ETH,ET,Ethiopia,ET11,South West Ethiopia,ET1102,Kefa,2026-07-18,0.0,1-1.5,9.450668099733859e-06
ETH,ET,Ethiopia,ET05,Somali,ET0510,Nogob,2026-07-18,0.0,1-1.5,9.324389982425595e-05
ETH,ET,Ethiopia,ET05,Somali,ET0506,Shabelle,2026-07-18,0.0,1-1.5,9.324389982425595e-05
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,2026-07-18,0.0,1-1.5,9.324389982425595e-05
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,2026-07-18,0.0,1-1.5,9.324389982425595e-05
ETH,ET,Ethiopia,ET05,Somali,ET0501,Siti,2026-07-18,0.0,1-1.5,9.324389982425595e-05
ETH,ET,Ethiopia,ET05,Somali,ET0508,Afder,2026-07-18,0.0,1-1.5,9.324389982425595e-05
ETH,ET,Ethiopia,ET05,Somali,ET0504,Erer,2026-07-18,0.0,1-1.5,9.324389982425595e-05
ETH,ET,Ethiopia,ET05,Somali,ET0509,Liban,2026-07-18,0.0,1-1.5,9.324389982425595e-05
ETH,ET,Ethiopia,ET05,Somali,ET0507,Doolo,2026-07-18,0.0,1-1.5,9.324389982425595e-05
ETH,ET,Ethiopia,ET05,Somali,ET0505,Korahe,2026-07-18,0.0,1-1.5,9.324389982425595e-05
ETH,ET,Ethiopia,ET05,Somali,ET0511,Daawa,2026-07-18,0.0,1-1.5,9.324389982425595e-05
ETH,ET,Ethiopia,ET16,Sidama,ET1600,Sidama,2026-05-30,0.0,1-1.5,4.180589625816951e-05
ETH,ET,Ethiopia,ET01,Tigray,ET0107,Mekelle,2026-05-30,4.568757e-07,1-1.5,0.0001258879949171449
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,2026-05-30,4.568757e-07,1-1.5,0.0001258879949171449
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,2026-05-30,4.568757e-07,1-1.5,0.0001258879949171449
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,2026-05-30,4.568757e-07,1-1.5,0.0001258879949171449
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,2026-05-30,4.568757e-07,1-1.5,0.0001258879949171449
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,2026-05-30,4.568757e-07,1-1.5,0.0001258879949171449
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,2026-05-30,4.568757e-07,1-1.5,0.0001258879949171449
ETH,ET,Ethiopia,ET04,Oromia,ET0404,Jimma,2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET04,Oromia,ET0410,East Hararge,2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET04,Oromia,ET0409,West Hararge,2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET04,Oromia,ET0408,Arsi,2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET04,Oromia,ET0403,Ilu Aba Bora,2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET04,Oromia,ET0407,East Shewa,2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET04,Oromia,ET0405,West Shewa,2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET04,Oromia,ET0406,North Shewa (OR),2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET04,Oromia,ET0418,Kelem Wellega,2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET04,Oromia,ET0411,Bale,2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET04,Oromia,ET0416,Buno Bedele,2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET04,Oromia,ET0421,East Bale,2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET04,Oromia,ET0412,Borena,2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET04,Oromia,ET0417,West Arsi,2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET04,Oromia,ET0413,South West Shewa,2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET04,Oromia,ET0415,West Guji,2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,2026-05-30,0.0030202104,1-1.5,0.002102883790873668
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,2026-05-30,0.009752718,1-1.5,0.001669011861403388
ETH,ET,Ethiopia,ET07,SNNP,ET0724,Yem Special,2026-05-30,0.009752718,1-1.5,0.001669011861403388
ETH,ET,Ethiopia,ET07,SNNP,ET0721,Amaro,2026-05-30,0.009752718,1-1.5,0.001669011861403388
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,2026-05-30,0.009752718,1-1.5,0.001669011861403388
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,2026-05-30,0.009752718,1-1.5,0.001669011861403388
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,2026-05-30,0.009752718,1-1.5,0.001669011861403388
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,2026-05-30,0.009752718,1-1.5,0.001669011861403388
ETH,ET,Ethiopia,ET07,SNNP,ET0713,Konso,2026-05-30,0.009752718,1-1.5,0.001669011861403388
ETH,ET,Ethiopia,ET07,SNNP,ET0723,Derashe,2026-05-30,0.009752718,1-1.5,0.001669011861403388
